tarih,puan,yorum
2020-05-10,4,Ürün sağlam gözüküyor. Fakat sıkma vidalarını çok zorlamayın kırılgan malzeme. Daha önceden tecrübem
2020-02-25,5,Gopro hero black 5 cihazım için aldım. Vakum son derece kuvvetli. Kaliteli ürün. Teşekkürler
2020-03-18,5,Ürünü aee titan için kullanıyorum klasik çin ürünü fakat kalitesi iyi
2019-07-16,5,Kullanışlı. İşe yarıyor.
2018-10-01,5,Ürün kalite ve fiyat olarak go pro 5 ve sjcam sj4000 ile denedim. tam uyumlu. daha fazla ücret ödemeyin. 
2021-09-17,5,Ürün güzel tavsiye ederim 10 üzerinden 10
2021-06-09,5,çok iyi
2021-06-22,5,good job
2020-11-25,5,Aksiyon kamera ile kullanmak için aldım gayet iş görür bir ürün
2020-01-31,5,Çok kullanışlı Havuz da deniz de doğa yürüyüşün de kullandım Her anı gözünüzden kayıt ediyorsunuz
2020-06-02,5,Güzel
2020-10-23,1,Dalış sırasında kafadan çıkıyor
2019-06-28,5,Ürün gayet kaliteli malzemeden yapılmış çok başarılı buldum.Ayarlı ve çok güzel sarıyor
2019-06-25,5,"başı tam sarıyor, gayet başarılı 
Eken H9R ile tam uyumlu"
2019-06-20,5,kalitesi  ve başta oturuşu ve sarışı çok iyi
2021-10-18,4,Ürünü açıınca sağa çevirerek kitleyebiliyoruz bu sayede kamera ansızın kaymıyor. Umarım deniz suyuna dayanıklı çıkar. Ucunda sabi gopro bağlantısı var ara parça ile standart tripod vidası da takılabilir.
2022-03-08,5,Ürün teleskobik ve kademeli kilitli. Fiyat - kalite performansı beklediğimin üstünde.
2020-08-25,5,"Ürün hero 8 ile tam uyum sağladı. Tutuş hissiyatı rahat malzeme kalitesi gayet iyi, esneme yapmıyor. ücretini hakeden bir ürün, 50 santim biraz kısa gibi ama hero 8 in görüş açısı durumu kurtarıyor."
2021-09-10,5,belirtildiği gibi gayet güzel
2020-06-04,4,"Henüz çok kullanamadım ama ilk izlenimler, sağlamcı oluşu, tutma yerinin eli kavraması iyi oluşu, teleskopik uzunluk yeterli görülüyor. Amacınıza bağlı olarak uzunluğu belirlemelisiniz. Çok uzun pod larda eğilme sarkma gibi hadiseler yaşanabiliyor. Gopro kameralar için bu uzunluk ideal gibi."
2020-06-02,5,Çok kullanışlı ve sağlam
2021-02-17,1,aldığım ilk gün kırıldı...ucundaki aparat çubuğundan çıktı..almayın
2017-08-24,5,"aynı gun kargoya verildi. normalde Çin&#039; den sipariş vereceğim bir üründü ama fıyatı uygun olduğu için gerek görmedim. bu tür ürünleri alacak insanlara bilmedikleri yerlerden almak yerıne hepsiburada.com dan &quot;faturalı&quot; olarak almalarını öneririm. her şey için teşekkür ederim.

Not: merak edenler için kutu içerisinden sıkma vidası çıkıyor."
2017-08-22,3,Resimde görünen renk ile gelen renk aynı değil.İdare eder bir ürün parasına göre...
2022-02-17,5,2020 haziranın 1 de aldım 2 senedir kullanıyorum çok iyi ama jarz 2 saat falan dayanıyor sadece kafa kaskına takınalar şey bulut değil ama  küçük geldi ama sorun yok kamera güzle
2022-02-02,5,beklediğimden ve bu fiyattan daha iyisi olamaz
2021-04-23,5,Çok iyi olmasa da iyi denecek kadar ihtiyaç karşılıyor
2021-05-01,5,fiyata gore iyi cok buyuk beklentiniz olmasin
2019-05-30,5,benim oğlum buldu yorumlara baktım herkez kötülüyordu genede aldım ve Şunu anladım ki çok temiz bir mal hiç birşeyi yok yorumlara aldanmayın
2017-08-17,4,"Öncelik ürün estetik olarak güzel çekim olarak ise yüksek beklentileriniz yoksa işinizi görecektir. 720 p 30 fps çekim çoğu zaman yeterlidir. Bazı arkadaşlar çekimin kalitesi olduğunu söylüyor bu kalitesizliğin sebebi ürüne taktığınız hafıza kartı ile de ilgilidir. Videoyu hafıza kartına yazma hızı yüksek olan kartlar kullanmanız lazım yoksa çözünürlük iyice düşer. Bence puanlaması 3,5 ."
2019-02-15,3,Ürün çok güzel kaliteli çekim yapıyor fakat parçaları eksik geldi bu yüzden 3 yıldız verdim
2021-11-22,3,"Kötünün iyisi 
Bu fiyata normal tabi 
Başlangıç için aldik"
2019-05-09,5,gayet memlunum güzel ürün tavsiye ederim
2019-01-24,3,aracımda kullaniyordum bir süre sonra LOW BATTERY  arızası yani düşük pil sorunu ortaya çıktı şu an pilini çıkartıp direk çakmaklıga bağlı calistiriyorum...
2022-04-19,5,Kafa banti cok saglikli degil yani sanki kafadan aticakmis gibi duruyor gohus banti benim go proya uymadi iade ettim
2022-02-17,5,İkiside güzel
2019-12-09,4,Teşekkürler ürün gayet güzel.Neden 4 yıldız çünkü kask aparatı ne kadar sıkarsan sık sabitlenmiyor.Dağda giderken bisikletimin kaskından sağa sola kayıyor.Ama vücüt aparatı çok güzel çok kullanışlı.Teşekkürler
2019-02-20,4,FİYATI İLE DOGRU ORANTILI.KAFA İÇİN OLANIN BEDEN FARKLILIKLARINI  DÜZENLEME İÇİN GENİŞLİK VAR LAKİN BU VÜCUT GÖGÜS APARATI IÇIN BUNU SÖYLEMEK MÜMKÜN DEGİL. BELKİ FİT BİR DELİKANLI KULLANABİLİR LAKİN YAPILI BİR VÜCUD İÇİN GENİŞLETME YETERLİ DEGİL.BEN EK YAPARAL BUNU HALLEDECEGİMİ DÜŞÜNDÜM.BÜYÜK BEDENİN GİYİBİLİRLİGİ OLANI ARADIM BULAMADIM.VİDA YOK.ŞAMANDIRA PORTLA ALDIM (KIRILABİLİR)NAYLON ZARF İLE YOLLANMIŞ.
2019-01-11,5,Ürüne verdiğiniz paraya değiyor 2 günde elime ulaştı probiel iletişime teşekkür ediyorum
2017-04-13,5,"Gerçekten çok is görüyor. tertemiz pırıl pırıl geldi. Ve böyle ikili alinca daha hesapli oluyor galiba. Burdan Kaan Elektronik e teşekkür ediyorum.. 
Pazar siparis ettim salı günü sorunsuz geldi.."
2016-07-30,5,"Gayet başarılı bir ürün kombinasyonu yapılmış... Düşünenlere tavsiye ederim, gayet kaliteli malzeme."
2017-04-26,4,"kullanışlı bir ürün beğendim, fiyatı da  uygun sayılır. her markaya uyumlu."
2019-05-22,3,Fiyatına göre iyi lakin benim beğenmediğim yanı sağdan soldan değil ama üstten gelen 2 kolonun bağlantı noktasında kilit yada onu geçirince tutacak bir mekanizma yok. Extrem sporlarda iki sağ sol manevrada yerinden rahatlıkla çıkabilir ve cihazınızı tehlikeye atabilir.
2021-08-23,4,İdare eder
2021-05-22,5,güzel iş gorur
2021-08-12,1,Görsel bakarak ürünü aldım görsel ile alakası yok. Kamera bağlantı yeri çok farklı görsel tamamen kandırma amaçlı hiçbir işime yaramıyor. Kalite bakımından da fiyatının ürün değil. Benim için çöp
2020-10-23,5,Saglam turuyor. Fiyata gore guzel. Cok sicak yerlerde direkt gunese maruz birakmayin. Aksiyon kameralara  uyumlu.
2020-12-22,5,"kullanışlı, herhangi bir sorun yaşamadım."
2022-03-22,5,Suya dayanıklı falan değil ama diğer işlerde kullanışlı
2020-05-29,5,Harika. Güvenle kullanabilirsiniz.
2019-10-03,1,"sadece bir kere denize girdim, akşamına temiz suyla durulamama rağmen paslandı ve kullanışsız hale geldi. En önemlisi düğme falan yok çubuğun üzerinde her şeyi elinizde aksiyon kameranız üzerine ulaşarak yapmak durumundasınız bu da video ve fotoğraf çekiminde çok olumsuz sonuçlar doğuruyor. raz daha araştırmanızı öneririm."
2018-07-05,5,"Beklediğimden çok daha kaliteli. Monopod ve selfie stick (2si 1 arada), mantıklı alışveriş. Hızlı kargo."
2018-07-24,5,Ürün kullanışlı ve güzel beğendim
2018-08-29,1,"Bazı yorumlarda da belirtildiği üzere kesinlikle suya dayanıklı değil. Her kullanımım sonrasında içme suyu ile durulamama ve kurulamama rağmen, daha ilk kullanımdan sonra taşıyıcı küre baş ve ayar vidası paslandı ve kullanılamaz hale geldi. Ayrıca mesafe ayarı da kitlenmiyor ve sabit tutulamıyor. Zaten ürünü ilk elinize aldığınızda kalitesini anlayabiliyorsunuz!"
2018-08-24,1,ürün aşırı dandik yazıldığı gibi değil..su altında kullandım paslandı vidası dönmez oldu ve cihazı tutan yer yerinden çatladı..boşuna almayın aşırı kalitesiz bir ürün..ve üstünde tuş yok çekim yapamıyorsunuz sadece video kaydı yapılabilir onuda cihazdan başlatarak yapacaksınız..
2018-07-19,4,boyut konusunda sıkıntı yoksa oldukça iyi bu fiyata göre..
2019-05-05,1,kotu bir urun
2018-08-14,3,"Suya dayanıklı değil, sualtı için almamanız tavsiye edilir."
2021-04-03,1,"Malzeme kalitesi kötü. Plastiğin döküm kalitesi kötü. Çapaklı ve eğri. Go Pro apartlarından normal tripoda dönüştürmek için aldım, taktığınız kamera yere paralel durmuyor. Eğimli. Hiçbir şekilde aynı işi gören başka ürün bulamıyorsanız alın. Aksi takdirde almayın derim."
2020-11-13,5,Mükemmel
2020-04-16,5,Ürün görseli ile aynı
2020-05-05,5,Fotoğrafta ki ürünün aynısı
2020-05-07,5,Malzemesi oldukça kaliteli.
2019-02-04,5,"Ürünü Maxi Tekno ve Aksiyon Butikten birer adet aldım. MaxiTeknodan gelenin malzeme kalitesi yüksek ve kafası daha geniş, sağlam, plastiği daha kaliteli... diğerinin malzemesi daha basit ama iş görür..."
2019-02-25,5,"Ürün kullanım amacına uygun üretilmiş. Hiçbir şekilde kırılıp elde kalacağını düşünmüyorum. Vidası ve vida yuvası metal, geri kalan yerleri sert plastik. İhtiyacınız varsa kaliteli mi diye düşünmeden alın."
2020-11-28,1,"Gereksiz bir şey 
GoPro uyumlu değil"
2018-07-18,4,ürün cidden kaliteli alan arkadaşlar terettüt etmesi ben de olmazsa iade eder mantığıyla almıştım ama beklentimin üsütünde bi ürün geldi 
2017-08-27,5,Resimde göründüğünden daha kaliteli. Resimlerde vida kısmı plastik gibi gözüküyor ama gelen üründe metal.. Ayrıca yuvarlak sıkıştırma tekerinin üzerinde yumuşak plastikten yastık mevcut.. Satıcıların ürün resmini güncellemeleri lazım bence.. Gerçekten çok iyi.
2021-06-01,5,Çok kaliteli olduğu için aldım zaten biraz test ettim samsung evo 100 mb okuma 90 mb yazma 128 gb sd kart aldım. Çok iyi ve çok hızlı kargo teşekkür ederim ellerinize sağlık hem firma olsun hem kargo hem hepsi burada ya teşekkürler 👍👍👍👍
2021-08-15,5,Bence 10 numara
2021-05-16,5,Her şey var
2021-08-24,5,"M20, sj5000 ve daha uygun fiyatlı versiyonu sj4000 ile karsılastırma yaparak aldım. sj4000 den tabiiki cok daha iyi bir urun. sjcam ın kendi sitesinden yaptgım urun karsılastırmalarında fps, hafıza potansiyeli, gyro acısından sj6 daha one cıktı. Evde su dolu kapta ve gunduz vakti ışıklı ortamda denemeler yaptık. Gayet guzel bir urun. Sherman satıcısı uzerinden yaptıgım satın alma sonunda ürün 24 saat gecmeden elimdeydi. Guvenli paketleme ve hızlı gonderi icin tesekkurler."
2021-10-19,5,Gerçekten parasının hakkını veriyor. Gece çekimi güzel değil. Gündüz gayet iyi birde ses olarak ayrıca mikrofon almakta fayda var. Ben gayet memnun kaldım uzun bir süre kullanımdan sonra yazıyorum.
2022-03-22,5,"Sjcam bu kalitesini devam ettirir ve pazar payini arttirirsa, yakin zamanda bu fiyatlar hayal olacak gibi"
2021-07-03,5,Güzel ürün
2021-05-20,5,Umduğum dan çok iyi çıktı şu an fazla kullanmadığım dan daha sonra izlenimlerimi tekrar değerlendireceğim
2021-06-18,5,Urun kaliteli ozellikle videolari sarsmadan cekimi  harika ancak parasina göre yine de gelistirilebilir
2021-09-22,4,Arkadaşlar ürünü ben genel olarak beğendim belki bir gopro değil ama işimizi görecek kalitede bir ürün. İçinden çıkan aksesuarlar başka bir şeye ihtiyaç duyurmayacak şekilde. 8gb hafıza kartı taktım 4k da 40dk kayıt yapıyor ki bence makul. Kalite düştükçe süre artıyor. 720p de 2 buçuk saat kayıt yapıyor. Batarya sadece uzun gitmiyor tahmini bir saat çekim yapıyor.
2022-01-19,5,İdare eder görünüyor
2020-12-25,5,Parçalar kaliteli ve sorunsuz uyum sağladı. Thieye i60+ kullanıyorum.
2021-02-18,4,Fiyatı da uygun.
2021-01-27,4,Tavsiye ederim
2022-02-21,3,Kargo 3 defa devir yaptı kargo sıkıntı
2022-03-12,4,fiyat performans ürünü iş görür
2020-10-13,5,J hook ve göğüs bölgesindeki plastik tabelanın malzemesi pek iyi görünmese de kaliteli oldugunu düşünüyorum. Zaten bu fiyata pek alternatif de yok.
2019-09-29,5,"Aksesuar oldukça kullanışlı ve dayanıklı. Özellikle J-hook ile gelmesi oldukça iyi. Satıcı ile görüşerek mutlaka j-hook&#039;un pakette olduğunu teyid edin, eğer gelmezse mutlaka ürünü iade edin.
Kullanım sırasında herhangi bir sorun ile karşılaşmadım, aksine çok memnun kaldım. Sağlamlık, sıkılık, kameranın oturması gibi sorunlarla karşılaşmadım.
Eğer bisiklette çekim yapacaksanız ortada kamerayı taktığınız plakayı iki göğsünüzün tam arasına gelecek şekilde yerleştirin, kamerayı alttan ters olarak takın ve kamerayı hafifçe yukarı kaldırın. Bu şekilde gidonların arasından oldukça güzel bir görüntü elde edebilirsiniz."
2020-06-06,5,Sjcam4000 cihazıma tam uyumlu.alacaklar tereddüt etmeden alabilir.bisiklet çekimi yapacaklar kamerayı ters takıp denesinler.düz takıldığı zaman sadece gidon gözüküyor.tavsiye ederim.j-hook aparatı sağlam duruyor.
2021-10-05,5,Müthiş
2022-04-25,5,Urun saglam ve guzel cikti.
2021-05-26,4,Suyun içinde batıp batmadığını daha denemedim ama tutma sapı sert plastikten yapılmış hava alıp almadığını kontrol etme şansım olamadı dayanıklı bir ürün gibi görünüyor.
2020-05-29,5,Göründüğü gibi geldi
2020-02-24,5,"hızlı teslimat, teşekkürler."
2019-06-15,5,"guzel e benziyor, suda denemeden biraz kullanmadan yine de net birsey soyleyemem."
2019-06-15,4,yani zaten suyun altında batmayan bir kameram vardı ürün sayesinde daha da iyi oldu ve yanında vidanın gelmesinde güzel birşey
2019-01-28,5,"Hızlı teslimat, ürün yeterli kalitede."
2022-04-26,5,sorunsuz kullanıyorum
2021-05-10,3,"gidon sabitleme somunlardan iki tanesi catlak cikti. 3 yonlu baglanti aparatlari daha kucuk gidon baglanti aparatindan, araya conta gibi bisey koymazsaniz tam sikismiyor"
2021-09-30,5,Beklediğimden çok iyi. 2 takım aldım. Uzun süre dayanacak gibi gözüküyor. Hızlı kargo için de teşekkürler.
2021-11-02,5,Harıka
2021-06-23,5,Başarılı ürün.tavsiye ederim
2022-04-14,1,Kırıldı.
2020-08-25,4,İş görecek kalitede
2020-11-23,1,kaliteden yoksun. fiyatı da ona göre ama hemen kırıldı.
2020-08-24,3,Çabuk paslandı
2019-02-19,5,"Bu parçalardan çekimlerde kullanmak üzere bulunsun diye 5-6 tane aldım. Geldiklerinde sağlamlıklarıyla ilgili bir takım denemeler yaptım. Güzel, pratik ve sağlamlar. İyi ki almışım dedim."
2020-04-24,4,Ürün elime 23 nisanda ulaştı kutusu eksiksiz kurulumunu yaptim ve ilk ucus deneyimine basladim haliyle evin icinde alan dar ve acemiyim kazalar kacinilmaz urunu baya carptigim oldu kirilan bir yeri olmadı govdesi saglam ve pervane koruyucuları esnek yapida kirilmiyor sonra otopilot olayini kesfettim bu dugmeye bastiginizda drone bir miktar yukseliyor sonra kumandadan kontrol ederek isi cozdum aslinda olay kumandaya elinizi aşina olmasi kamerasi bu fiyata oranla gayet iyi video uygulamasindan video cekerek 8 dk ucurdum  sonrasinda zaten pili zayifladigi icin kalkmaya çalıştıysa da tekrar inise geciyor altinda mavi yesil isiklari var bunlar kumandadan acip kapatilabiliyor ayrica sarji tukendiginde yanip yanip sönüyor pilini yaninda gelen usb aparatiyla sarj edebiliyorsunuz sar j etme suresi sizin taktiginiz usb&#039;nin verdigi akima bağlı 1.5-2 saatte olabilir 3 saatte bence gayet uygun fiyatli eglenceli bi drone almanizi tavsiye ederim unutmadan yedek 2 pervane ve tornavidasi paketinden cikiyor. Hepsiburada&#039;ya teşekkür ederim
2020-04-17,5,"(https://youtu.be/UDYCY65p67U) Fiyatına göre çok iyi bir drone bence. Birçok fonksiyonunu otomatik yapmak için kumandada tuşları var. (Oto-kalkış/iniş, takla vs.) Kontrolü kolay bir cihaz. Oyuncak grubunun en iyisi demişlerdi hak verdim. Yukarıdaki linki tıklayın. Acemi olarak bir video çektik. İsterseniz izlersiniz. Tercihinize yardımcı olur belki."
2020-05-01,5,Ağa çok eğlenceli yeni başlayan kendim için çocuklar için aldım en çok ben oynadım😁 ögrenimi yaklaşık 20-25 dk sürüyor kamerası idare eder zaten beklentim yok ama dışarıda uçurmak biraz zor sanki çok etkileniyor hafif bir rüzgarda bile 10. Katı geçti  dahada indiremedim😁 yaklaşık 3 mahalle aşağıda anca kontrol altına aldım rüzgar yüzünden derken yere inmeye20 metre kala şarjı bitti 2 katlı bir evin çatısına oradanda yere düştü gittim aldım helal para bir bastım düğmeye pervaneler efil efil dönüyor yani eger çocuk içinse beklenti az ise al şarjı 15 dk anca gidiyo  bu birde piyasadakilere göre biraz daha iyi  ama sağlamlık on numara
2020-06-05,4,Kesinlikle f/p ürünü. Ürün güzel denildiği gibi mesafesi 50metre dahası gidince kontrol cikiyor son basili kaldigi gibi gidiyor sonrada durup iniyor ama kontrolsuz iniyor o yuzden ilk önce adımla ölçün. Bataryası çok süper 1200mah gercekten iyi bir batarya yaklasik 12-15dk ucuyor takla atmazsaniz dahada ucuyor. Kamerası kotu degil iyide degil idare eder. İlk baslarda drona baglanabiliyordum ama simdi drona baglanamiyorum. 1 puani bu yuzden kirdim. Telefona baglanamiyorum wifi cikmiyor. Baglandigimdada ucurdugum anda baglanti kesiliyor. Yani video fotograf alamiyorum. Tek sıkıntım bu. Bu yönü hariç çok iyi bir drone. Son olarak rüzgarda ucurdugunuz zaman kumandanin üsttarafinda soldaki tusa 2 kere basin en guclu hiz moduna alin ruzgara karsi baya direncli oluyor. Cok sevdim öneririm. f/p ürünü.
2020-03-26,5,Ürün güzel parçaları iyi sayılır biraz carptik sağa sola pervaneler sağlam 8 yaşındaki  oğlum için aldım dışarıda uçurabildi evde biraz riskli batarya iyi hemen bitmiyor açıklamada ki gibi kamera kalitesi iyi telefonla bağlayıp izledik kısaca tavsiye ederim Hepsiburada ya teşekürler
2020-05-04,1,"Ürünü H.B. den sipariş verdim, dron konusunda çok bilgisiz biride değilim aslında. Gelene kadar model için yayımlanan tüm videoları seyrettim. Kapalı ortamda trim ayarlarını yapmak istedim ama deli dana gibi çıktı çok uğraştırdı neticesinde kendisini biraz dengelediğine inandığımda dış alanda denemek istedim...
Netice oto piotta kalkış tuşuna bastığım anda ürün füze gibi fırladı gitti ( bu arada motor gücü düşükte idi ) yükselme anında kumandanın hiç bir komutunu algılamadı peşinden o kadar koşturdum ormanlık alan üzerinde kayboldu yani tek kullanımlık oldu...
Sıfır kutusu ve kumandası ha bide 2 yedek pervane kaldı
Malum süreçte çocuğuma alıştımak ve eğlendirmek için aldım hem korktu ben kaybolucam sanıp hem çok üzüldü...
Durumu yetkili firmayı arayıp aynı böyle anlattım belki daha uyguna sadece ürünü tekrar almayı da teklif ettim
Sağolsunlar başlarından savma teknikleri hiç kırıcı değil...
3 gün sonra arayın
Yetkililerle görüşelim
Mailde yazın.....
En kolay uçurulan dron sloganları doğru
Açıyorsun bir kere uçuyor..."
2020-05-12,5,Ben hayatımda böyle arsız bi cihaz görmedim cihaz elime 1 hafta önce ulaştı 1 haftada en az 50 defa dusurdum veya çarptım hiç bisey olmadı her defasında tekrar uçtu neyseki bu gün açık alanda sorunsuz uçurdum ve videolar cektim kalibrasyon çok önemli kalibrasyon yapmadan kesinlikle uçurmayın bu arada yurt ici kargo ya da ayrıca tsk ederim verdikleri süreden 3gün önce ulaştı elime ve sorunsuz bi şekilde getirdiler
2022-04-30,4,"Fiyat performansı oldukça iyi diyebilirim, şarjı yaklaşık 7-9 dakika gidiyor sonlara doğru kalkışta zorluk yaşadığınızda anlıyorsunuz. Kemarası var vs demeyin baya kötü bir görüntü kalitesi aktarıyor, 720p izlediğiniz filmlerdeki görüntü asla beklemeyin. Uçurması kullanımı oldukça kolay evde , az rüzgarlı rüzgarsız havada deneyim elde ediyim derseniz alabilirsiniz. Motor kollarının açılır kapanır olması yer anlamında kolaylık sağlasa da bu kadar mekanik aksam olmasaymış daha sağlam bi drone olabilirmiş. Öğrenme drone’u diyebilirim. Keyifli alet."
2020-05-26,5,"Ürün elime çok hızlı ulaştı. Drone hobi amaçlı düşünüyorsanız. Hiç DJI yada FIMI almayın. Çünkü bu drone sizlerin gelişmesi için en ideali ne sensör var ne başka birşey. Tamamı ile kumanda ve dronu rüzgarda kullanma pratikliğinizi arttırıyorsunuz. Daha sonrasında DJI yada FIMı alabilirsiniz. Öncelikle kendinizi ve kumanda refklekslerinizi geliştirin. Youtubede vs kötü yorumlara aldanmayın. Çünkü drone sabit özelliği rüzgarsız var rüzgarda ise yok fakat trim yaparak %80 oranında sabit kalır. Bir kaç yere çarptım fakat kırılmadj 50 metreden düştü kırılmadı. Malzemesi kaliteli. Kamerasına gelecek olursak, bu ürünü kamera için almayın vasat çok kötü hemde. Umarım almanıza faydalı bir yorum olur."
2020-04-16,5,"fiyat performans gayet yeterli bence, amacına bakacaksın alırken, profesyonel kullanım amaçlı arıyorsanız pamuk eller cebe, cocuklarınızı eglendirmek istiyorsanız 10numara 5 yıldız bi ürün.
UFak bi tavsiye alırken ek pil alın ben simdi ayrıca siapriş verecegim 1 batarya ile insanın kursagında kalıyor 1,5 saate 15 dk kullanım yetmiyor insana :)"
2018-07-22,5,"DJI Mavic Pro dronun küçük prototipi gibi, kamerası 2 megapixel, kumandası, katlanabilir tasarımı harika, 3 tane batarya süper başlangıç için birebir..."
2020-12-17,4,Arada sırada tek pervane çalışıyo inşallah sıkıntı çıkırmaz onun dışında Ürünü beğendim fakat biraz küçük ama kullanması çok zevkli kamerası fene değil sd kart ile daha net kayıt yapabilirsiniz 3 bataryalı almak la çok iyi yapmışım duraksamadan rahatlıkla oynayabiliyosunuz ürün güzel sadece başsız mod çalışmadı okunuda üzüldüm (belkide ben yapamamışımdır🤔) bu arada kutu tasarımı güzel
2020-05-26,5,Dronu ilk aldiğimda ucuramadim ilk dron deneyimim kullanma klavuzu yetti arttı hobi amaclı dron profesyonellik beklenmemeli ve asiri rüzgarlı havada ucurulmamali çok keyif verici haliyle ilk kulanmamin verdiği acmilikle en 15 20 kere düşürdüm cizilmeler  oldu ama her seferinde korktuğum gibi olmadi çok sağlam kamera kalitesi normal wi-fi ile bağlantı kurulduğu için telefona aktarılan görüntüde donmalar oluyor ama SD kartta yaptığınız kayıtlar kesintisiz ve çok güzel ilk kullanacak olanlar rahatca alın ve öğrenin saga sola carpin vurun düşürün bisey olmuyor kolay kolay ürünümü bayramdan 3 gün önce sipariş verdim arefe günü geldi kargo hızlı ve urun fiyatına göre kaliteli  assagiya biraktigim fotoda abim dronu yakalamaya calisiyor (gece cekilmis fotoğraf)
2020-01-10,5,Ürün iki günde elime ulaştı. Çok beğendim. Fiyat performans açısından alınabilecek en iyi drone. Kesinlikle tavsiye ediyorum.
2020-02-17,5,Ürün tahmin ettiğimden de hizli geldi düzgün kusur suz bicimde paketlenmistir.ilk dronum olduğu için etrafa cok vurdum saglamlik bakiminda cok iyidir herkese tavsiye ederim
2021-06-25,5,"Eşime evlilik yıldönümü hediyesi olarak aldım çok beğendi ve çok eğlendi. 2 bataryalı aldım şarzları fena değil , 2 batarya yaklasık 20 dk küsür dayandı sanırım, bizi tatmin etti. Batarya sarzlarını mutlaka bilgisayar bağlantısıyla yapın yazıyor kullanma klavuzunda sebebini anlamadım. Normal prizden neden yapılmıyor ?  Ürün güzel ayarlarını yapmak lazım yoksa kontrolü zor. Rüzgarlı havada uçurmayın kontrol etmesi zor oluyor çağırınca geri gelmesi zor . Koştur koştur peşinden gittik kontrol edemeyince :) ama eğlenceli. pervanelerin altına takılan 4 adet koruyucu siyah aparatlar çıkıyor neden bilmiyorum. ilk kalkarken bir tanesi düşüyor , bazen havadayken de düştüğü oluyor onu sabitleyeceğiz bir şekilde. Kamerası başlangıç için ideal . Etraftaki herkesin dikkatini çekti. Arabayla geçenler başı yukarda drona bakmaya çalışıyordu :) Faturası garanti belgesi paketteydi , teşekkürler hubsan"
2018-11-21,5,"ürünü aldım bir problem yaşadım göndericiyi aradım Yusuf bey ve Ersin Bey çok yardımcı oldular ve hiç sorun olmadan değişim oldular. Daha önce böyle müşteri memnuniyeti görmemiştim.
drone hakkında ise; ilk drone benim için, kontrol kolay kamera kendi sınıfındakilerden daha iyi bi çok drone araştırdım bire bir gözlemledim hatta ama e58 başlangıç için bence ideal. Bu fiyata bu drone bence harika."
2021-02-15,4,Cuma günü sipariş verdim Pazartesi günü elime ulaştı. Sipariş verdiğim gibi kargoya verildi bu konuda gayet hızlı. Ürün Güzel kutulu şekilde geldi kutuda bile en ufak deforme yok. Ürün boyutları anlaşılır olması için elimde resmini çektim. 3 batarya olmadığı için 2 bataryalı aldım. Yanında ek batarya seçeneği olsa iyi olurdu 4 5 batarya daha alabilirdim. Şarj için de PC den yapın yazılmış sanırım fazla V alırsa sıkıntı olabilir bununla alakalı olarak yanına uyumlu şarj aleti olabilirdi. Ama ürün yazıldığı ve anlatıldığı gibi. Profesyonel İHA almadan önce eğitim için aldm kesinlikle işimi görecektir.
2018-10-27,5,Öncelikle her telefonumda beni sabırla dinleyen Yusuf Bey ve Yasin  Bey’e çok çok teşekkürler. Ürün video sitelerinde göründüğü gibi ve gerçekten başarılı. Zorlamayı seven birisi olduğum için ilk uçuşu evin içinde yaptım:)) kurulumu ve kullanımı çok kolay yeterki kullanma klavuzu 1 kere okuyun. Ayrıca çok çok hızlı gönderim için Tekrar çok teşekkürler :))
2020-05-04,4,"Başlangıç seviyesi için tasarımı, hafifliği, kurulum ve kullanım kolaylığı ile oldukça başarılı bir ürün. Hem kumandasından, hem cep telefonuna indirdiğiniz uygulama üzerinden drone’u yönetebiliyorsunuz. Fakat uygulama ile ara sıra bağlantı kopukluğu olabiliyor. Kamerası 2 megapiksel. Bu drone ile güzel fotoğraf ve videolar çekme hayaliniz varsa kalite ve çözünürlük açısından tatmin etmeyecektir. Kutudan iki yedek toplam üç batarya çıkıyor. Her batarya yaklaşık 30 dak kullanım sağlıyor, yedeklerle gayet iyi bir süre.  Drone’un pili zayıfladığında ışığı yanıp sönmeye başlıyor ve o aşamada kontrollü iniş yapmak zorlaşıyor dikkat etmek lazım. Rüzgar ve yağmurlu havada kullanıma uygun değil. Son olarak plastik ayakların bazıları tam oturmuyordu. İlk  kullanımdan ayakların bir tanesi düştü. Kutuda pervanelerin yedeği olduğu gibi yedek ayaklar da konulmuş olsa iyi olurdu.."
