tarih,puan,yorum
2021-01-09,5,"Çok hızlı bir şekilde, elime ulaştı. Çok kaliteli ve çok eğlenceli bir kitap. Kızım bayıldı. Çok teşekkürler"
2022-04-21,5,"Kısa fakat oldukça etkili fikirler içeren bir eser, sipariş ettikten sonraki gün elime ulaştı, HepsiBurada çok süratli.

İçerisinde ayraç mevcut, üründe hiç bir hasar yok, teşekkür ederim."
2022-02-15,5,hemen ertesi günü geldi. kitap da gayet kısa ve öz. memnun kaldım.
2020-07-22,5,Çok etkileyici ve anlaşılır bir tecrüme olmuş.kitap küçük bir özet niteliğinde.ana başlıklar halinda sun tzu nun prensplerinden bahsetmiş.her kitaplıkta olması gereken bir kitap.kitap severlere tavsiye ederim.
2022-03-02,5,Kitap gayet güzel. Kargo hasarsız elime ulaştı. Almak isteyenlere tavsiyedir.
2022-03-20,5,Milattan önce 400 de yazılmış taktik ve stratejilerin hala taş gibi geçerli olduğu müthiş bir kitap. Zaten bir solukta bitiyo
2022-03-13,5,"Tam zamanında geldi ve güzel paketlememişti .  Kitabım zarar görmemişti, çok teşekkür ederim."
2022-04-10,5,cok kisa ve cok guzel askeri litatreturdeki ilk kitap
2022-04-10,5,"Hızlı, sade, anlaşılır."
2022-04-12,5,Hızlı teslimat teşekkürler
2022-01-31,5,"Biraz geç kargolandı ancak Hasarsız geldi. Merak ettiğim bir kitap, hemen okuyacağım"
2022-03-18,5,"Kitap, stoacıların el kitabı niteliğinde denebilir. Hem felsefenin omurgasını hem de yaşam pratikleri anlatılıyor. Vaka analizlerine dahi yer verilmiş.

Eserin adı ise çok naif, bilgece ve içeriğinde ortaya konan erdemli duruşu simgeler nitelikte.

Kökeni Kinizm gibi Stoacılık da kadim felsefelerden ama günümüze daha fazla kaynak bırakabilmiş. Bu sayede bizler de, çağlar boyu değişen beşeri düşünsel yaklaşımların izini sürebiliyoruz. Cennet cehennem kavramlarını reddetmesi, insana doğayla özdeş ve bütüncül bir yaşam önerisi sunması, birey eğer savunduğu erdemleri artık yerine getiremiyorsa kendi hayatına son vermesinin daha iyi olacağı öğütlemesi, anti-epikürcü ve dualist bakış açısı, talihi elinin tersiyle itmesi, yer yer kaderci yer yer de yazgısal iradenin üstünlüğünü ve şüphesiz daha fazlasıyla ileri Stoacılık dersi veren, hemen herkes için birer yastık altı kitabı olmayı hakedecek kadar da bilgi barındıran evrensel nitelikte değerli bir eser."
2022-04-10,5,"Kişisel gelişim kitapları sevmem ama kendime düşünceler Kişisel gelişim kitaplarının atası gibi.
Okuduktan sonra hediye aldığım kitaplardan oldu 🤞🏻"
2022-04-04,5,Düşünebilen herkesin beğeneceği yaşama bakış açısını geliştirecek bir kitap
2021-06-01,5,"Ben daha önceden kitaplar çok pahalı ülkede kitap bile okunmaz diyordum ancak hepsiburada yi kesfedene kadarmis kitaplar cok uygun, surekli kampanyalar yapiliyor, ülkedeki kitap okuyanlari destekleyen tek firma hepsiburada"
2022-01-20,5,uzun zamandır okumak istedigim bir kitapti ve uygun fiyatiyla sorunsuz bir sekilde elime ulasti🙏🏻
2022-04-09,5,"Arkadaşımın önerisiyle aldım. Çok hoş bir kitap, mutlaka okunması gerektiğini düşünüyorum."
2022-01-27,5,Çok merak ettiğim bir kitaptı hemen de elime ulaştı çokta sağlam bir teslimattı. Almak isteyenlere öneririm💞
2022-04-22,5,Kargo paketlenmesi ve hızı çok iyi
2022-03-01,5,Güzel hepsi guzel
2022-01-27,5,"Harika kitap, uygun fiyat. Teşekkürler"
2021-08-24,5,"Kesinlikle akıcı , ben günde 100 sayfa okumayı hedefledim ama 205 sayfaya gelmişim . Biraz biyoloji bilgisi olan okumaktan kesinlikle keyif alır :))"
2022-02-01,5,Herlade okuyabilirsem bittikden sonra nasil biri olucam çok merak ediyorum biraz ansiklopedi ye benziyor
2022-02-07,5,Seriyi tamamladım çok güzel kalitesi sayfaları kitabın kendisii
2022-05-02,5,Tüm seri okunmalı gerçekten cok değişik bir tarzi var cok şey öğrenerek okuyorsunuz sürekli arastirma yaptim okurken cok begendim
2022-04-10,5,"Okuyanı pişman etmeyecek bir seri, kesinlikle tavsiye ederim, bir gün film olsa ne güzel  olur"
2022-03-23,5,Kitap seri olarak çok başarılı. Benim Türk bir yazardan okuyup kurgu ve olay akışını en çok beğendiğim kitaplar oldu tebrik ederim yazarı
2022-04-17,5,Kesinlikle bu serinin filmi yapılmalı yabancı bilimkurgu filmleriyle yarışır  o kadar diyorum 👏👏
2022-04-20,5,Heyecan dolu 3. kitap hemen okuyup bitirmek için sabırsızlanıyorum
2021-08-24,5,Bu kitap bir efsane!! Serkan Karaismailoğlu&#039;nun nöronlarına sağlık :D
2022-03-03,5,Serinin ilk kitabı. 3 kitabi da okudum. Kurgu harika. Anlatim akıcı. Tavsiye ederim.
2021-03-20,5,Her Teist okumalı ; mükemmel.
2021-05-26,1,&quot;SünniAteist&quot; kavramının vücut bulmuş hali olabilir Turan Dursun.
2021-12-29,5,Biraz zarar görmüş ama sorun yok. Teslimat süresi güzel hepsi burada farkı tartışılmaz
2022-03-10,5,"Murat Ağırel in kitabi güzel henüz okumadım elinde parsel parsel Ankara kitabı var okuduğum 1,bu yeni aldığım kitapta parsel parsel 2 vurgun  devami her iki kitabida herkese tavsiye ederim Murat Ağırel in tum kitaplarını okumalarını ve gerçekleri görmelerini okumalarını hayatın gerçeklerini yaşadığımız gerçekleri okumalarını tavsiye ederim kitapları hepsiburadan alabilirler hepsi jet  kargoya hepsiburadaya teşekkür ederim"
2022-02-01,5,Gene şaşırtmadı başarılı yazar eline kalemine lazım 😉
2022-04-01,5,"Yazarın ellerine, emeklerine sağlık. Bu kadar rezalet, kepazeliğe belgeli ulaşmak müthiş."
2022-01-31,5,"İspatlı,delilli tek tek bütün yolsuzlukları,hukuksuzlukları ifşa eden emekle gazetecilik ahlak ve sorumluluğuyla hazırlanmış suç duyurusu niteliğinde muhteşem bir eser.Sevgili Murat Ağırel&#039;i cesareti ve bu karanlık günlerde ki"
2022-01-07,5,Hepsiburada baskılı tek gönderi poşetine kitapları göndermiştir. Bu kadar özensiz bir paketleme görmedim. Baloncuklu zarflar vb kullanılabilirdi. Hiç hoş değil
2022-01-05,5,"Kitaptan kargo alınmaması ne güzel..bilgiye yatırım her zaman guzeldir,ileri taşır insanı. Bu kitapta aydınlanmanın ötesinde şeyler var."
2022-04-25,4,"parsel parsel 1&#039;deki kadar etkilemedi, aceleye getirilmiş gibi geldi ama bu zamanda döneme ışık tutan yapıtlar arasında çok değerli bir yeri var"
2022-05-11,5,Herkesin okuması gereken bir kitap. Murat beye bu eser için teşekkürler. Okuyun okuyun ki ne dolaplar döndüğünü öğrenin.
2021-12-25,5,Kitabın ilkini de aldım.Murat Ağırel gibi yazarlar iyiki var.En azından nasıl soyulduğumuzu okuyoruz elimizden bir şey gelmesede…
2022-03-02,5,Hızlı kargo. Teşekkürler
2022-01-06,5,Sadık hocanın diğer eserleri gibi buda çok güzel bilgi dolu kalitesi ve basımıda çok hoş
2022-05-07,5,Faydalı olacağını düşünüyorum teşekkürler
2022-04-26,5,Kitap icerigi mukemmel Sadık Ustanin butun serilerini mutlaka okuyun. Hizli teslimat. Tesekkurler
2022-01-06,5,Çok akıcı bir dil kullanmış yazar insanın okudukça okuyasım geliyor
2022-04-08,5,hızlı geldi görseldeki ile aynı 5 TANE ALDIK BU KIŞ ÜŞÜMEDİK SAYESİNDE
2022-04-08,5,Mutlaka okunası kitap…
2022-02-27,5,"Çok yalın ve akıcı bir dille yazılmış, çok keyifli ve yoğun bilgi içeren bir kitap. Bütün bilgilerinizi unutun, bu kitabı okuyun."
2022-05-03,5,Okuyun mutlaka
2022-03-31,1,Daha önce gönderdim. Basılmamış sayfalar var.
2022-05-10,5,Çok güzel bir format. Gayet güzel bir baskı ve fiyat. Teşekkürler.
2022-05-06,5,Tarihe farklı bir pencereden bakmak isteyenler için titizlikle hazırlanmış bir eser.
2022-04-26,5,Mükemmel bir araştırma kitabı
2020-10-09,5,"Farabi&#039;nin fikirlerini, görüşlerini, çalışmalarını anlatıyor. Kendi içsel yolculuğunuza katkı sağlayacağını düşünüyorum. Belki de bazı zorluklara karşı bakış açısınızı değiştirirken, güzel sandığınız şeylerin aslında size ne kadar engel olduğunu keşfetmenizi sağlar. Tam anlamıyla az ve öz bir kitap. Tavsiye edebilirim. Elinize aldıktan sonra iki saatte bitirebilirsiniz lakin etkisi iki asırlık.."
2021-03-29,5,Ürün hasarsız ulaştı.
2021-05-16,4,"Kargo hızlı geldi. Kitap hakkında yorum yapacak olursak da 120 sayfanın yarısı boş sadece bir cümle yazılmış, o da çoğu sayfada tekrar ediyor zaten. Örneğin ilk sayfalarda yazan bir cümle sonlara doğru boş bir sayfanın ortasına  metafor gibi konmuş. Geri kalan sayfalarda da ortadan başlanıp ortadan bitirilmiş. Toplasak maksimum 40-45 sayfa çıkar. Ayrıca Farabi&#039;den çok kitabı derleyen kişinin düşünceleri var bence, ki açıkçası bu benim hoşuma gitmedi. Farabi hakkında çok genel ve az bilgi olduğunu düşünüyorum. Onun dışında bir günde bitebilecek, Farabi&#039;nin görüşlerini yüzeysel anlayabileceğimiz bir kitap. Konu hakkında hiç bilgisi olmayan birini belki memnun eder."
2021-06-29,5,Kitap çok iyi.
2021-07-09,1,"(Spoiler içeriyor)
Kitabın amacını anlamadım. Farabinin düşüncelerini anlatmaksa 60 sayfada (kitap 120 sayfa ama tek cümleden oluşan bir sürü sayfa var.) anlatabilmemiz imkansız. Ayrıca Farabi&#039;yi tanıtmıyor kitap. Farabi&#039;nin yaptıklarının batı tarafından kabul edildiğini söyleyip bol bol övüyor. Bu övgülerden sonra ne yaptığını anlatmasını bekliyorsunuz bölüm bitiyor. Bölümler 1-2 sayfa zaten. 

Kitapta Aristo&#039;nun felsefenin en iyi ismi haline geldiğini belirten bir cümle var: Aristo kendisinden önce gelen bütün filozofların Tanrı anlayışını derinlemesine inceleyip üzerine kendi felsefesini inşa etmiştir. Hatta inşa etmekle kalmayıp felsefede hiç girilmeyen alanlar açıp felsefenin en önemli ismi haline gelmiştir. (syf 21) Felsede böyle bir yargı olamaz. Ayrıca kitabın başında Farabi&#039;nin sürekli çalıştığından, az yemek yiyip az uyuyarak kendini ilime adadığından bahsediyor ama kitabın sonlarına doğru şu cümle geçiyor: Fazlalıkları ve kendini meşgul eden her şeyi bırakırsan huzuru yakalarsın. (syf 87) Son olarak kitapta anlamsız bir cümle de var: &quot;İnsan nedir?&quot; sorusu felsefenin en çok sorulan ve en çok üzerinde düşünülen sorusudur. Bu sorunun üzerine eğilmeden önce Farabi&#039;nin insanın nasıl olması gerektiğine bakmamız gerekiyor. (syf 11)

Kısaca kitapta yazarın düşünceleri anlatılıyor. Yazar popüler kültüre hitap edecek 1-2 sayfalık kolay okunan yazılar yazmış ve elimdeki baskının 55. Baskı olduğunu düşünürsek bu işte başarılı olmuş ama kitabın Farabi ile birkaç alıntı dışında hiçbir ilgisi yok. Boşuna alıp vaktinizi paranızı harcamayın."
2020-07-16,4,Sevmeyenler için kitap boyutu biraz küçük onun dışında her şey gayet iyi.
2020-10-07,4,"Güzel fakat beklediğimden küçük geldi yani tam anlamıyla bir kitap boyutunda değil, içeriği aynı ama o yüzden farketmez"
2022-02-22,5,Ürünü daha okumadım ama elime sağlam Bir şekilde ulaştı teşekkürler hepsiburada daha bir gün geçmeden siparişin uzerinden elime ulaştırdilar
2022-04-22,5,"Destek kitapların köşelerini yuvarlak kesiyor…
Bu özellik bile onun her kitabini aldırır adama"
2020-11-25,4,beklediğimden küçük geldi. Kargo hızlı teslim etti. Teşekkürler Hepsiburada
2022-04-08,5,Normalde kargo daha özenli olurdu bu sefer özensizdi ama kitap muhteşem. Hasarsız bir şekilde geldi.
2022-05-03,5,2 adet sipariş vermiştim birinin köşesi biraz bükülmüştü bir puan oradan kırıyorum ama yine de hızlı kargolamaydı çok teşekkürler
2021-04-12,5,"üf ne kitap ama. şimdi buraya hakikat ve edebiyat boyutundan değerlendiremeyeceğim ancak yine de kitabı almakta kararsız birisi varsa fiyat araştırmasına yerine okuyacağı kitabın içeriğine buradan bakıyorsa öncelikle bir edebiyat sitesinden bakmasını, sonrada da madem buraya kadar geldin bu kitabı da okumasını öneririm."
2022-02-05,5,Bir kitap okuduğunuzu hissediyorsunuz. Anlatılmaz okunur. Güzel günler dilerim.
2022-03-30,5,Harika teşekürler
2022-03-24,5,Tavsiye ederim
2020-10-10,4,"Hızlı teslimat, güzel bir ürün, baskı kalitesi iyi, memnun kaldım."
2021-05-13,5,En sevdiğim başucu kitaplarımdan biri alın okuyun verin okutun. Şimdi bi arkadaşımda o da bitirmiş ve kendime de alacağım diyor
2021-05-11,5,"İyi ki almışım, salim kafayla okumak gerekiyor okumadıysanız okuyun mutlaka"
2021-01-18,4,"Siparişim ertesi gün elime ulaştı, üstelik kargo naylon poşet ile değil kağıt zarftan yapılmış kargo ile gönderilmiş bu çevreci yaklaşım için ayrıca tebrik ederim"
2021-11-16,5,Çok etkileyici bir kitap çevreyle olan farkındalığımı sorgulattı artık asla ağaçlara eskisi gibi bakamıyorum
2022-04-15,5,Uygun fiyata ve hasarsız geldi. Teşekkür ederim
2022-04-30,5,Begendim hızlı kargo
2022-05-05,5,Çok sağlam geldi
2021-07-16,5,"Çok enteresan bilgiler, tavsiye ederim herkesin evinde olması gerekli özellikle çocuğu olanların, ağaçların inanılmaz yaşamını anlatan harika bir kitap."
2022-03-18,5,Harika kitap
2021-09-05,5,"Ürünün paketlenmesinde gösterdiğiniz özen için ve kargo hızı için özellikle 
teşekkür ederim.. emeginize sağlık .."
2022-01-13,4,Ürün güzel. Paketleme kötü
2021-11-28,5,Gizli bir dünya ancak böyle güzel anlatılır. Kesinlikle okunmalı.
2021-09-01,5,İlginç bir kitap
2022-04-08,5,Her evde olması gereken bir kitap..
2022-05-10,5,Çok güzel bir format. Gayet güzel bir baskı ve fiyat. Teşekkürler.
2022-04-20,1,Ürün açıklamasında ebat normal kitap boy yazıyor ancak cep boy kitap geldi
2022-04-19,1,Gazete kağıdından hallice.
2021-08-23,5,Hakan Mengüç’ün ilk olarak “ Hiçbir Karşılaşma Tesadüf Değildir “ kitabını okumuştum bunu da seveceğimi düşündüm için aldım  emeğine yüreğine sağlık Hakan Mengüç teşekkürler
2020-05-13,5,Hakan mengüçün kitaplarini çok severin bu kitabı ilişkiler ve kendi kişisel değişimi konu alıyor ben çok faydasını gördüm daha kitabın ortalaında bile hayata pozitif bakmak gerektiğini enerhimizi değiştirmemiz gerektiğini gördüm bence terettütsüz alın sizi pozitif hissettirecek zaten su gibi akıyor kitap
2022-02-28,5,Paketleme gayet sağlamdı spidermanlı istemiştik ama farklı renk geldi oladar önemli değil oğlum çok begendı kalitesi güzel gönül rahatlığıyla alabilirsiniz teşekkürler ☺️
2021-10-12,5,Kisa sürede saglam bir kargo ile ulaştı bana.bundan sonra kitaplarimi buradan rahatlikla siparis ederim.Merak ettigim bir kitapti bir günde okudum
2020-07-20,5,Okunması gereken kitaplar arasında. Kesinlikle tavsiye ediyorum
2021-10-19,5,Hakan Mengüç kitaplarının methini sevgili patronumdan çok duyordum ve herseferinde bana okumamı tavsiye ediyordu gerçekten okunması gereken kitap
2021-10-19,5,Anlatim dili harika  gercekten cok güzel  hepsi burada ve saticiya tesekur ederim zamninda teslumat icinde ayrica tesekur ederim
2021-10-29,5,Kitabı içimden Hakan Mengüç sesiyle okuyorum  ayrı bir huzur veriyor ses tonu😌 Ayrıca akşam saatlerinde sipariş girmiştim ertesi gün öğlen saatlerinde elimdeydi teşekkürler 😌
2021-10-27,5,Yaşanmış hikayeler güzel anlatım gerçekten okunması gereken kitaplar arasında kesinlikle yer almalı özenli ve çabuk kargo teşekkürler hepsiburada
2022-03-23,5,Muhteşem bir kitap herkesin okuması gereken bir kitap çok tşk ederim
2022-04-12,5,Hemen kargolandi
2022-03-27,5,Çok güzel paketlenmişti kitap zaten çok iyi
2022-03-23,5,Ömer Babaya saygılar 🙋🏻‍♂️
2022-03-29,5,Oldukça detaylı bir kaynak kitap
2022-03-09,4,Guzel paketlenmisti icerigi guzel kalin bir kitap ders kitabi
2014-07-16,5,Astrolojiye meraklı olanlar ve başlamak isteyenler için ideal bir kaynak. Öner Döşerin eline sağlık. Hepsiburada.coma da hızlı hizmet için teşekkürler.
2013-03-20,5,Astroloji ders kitabını arayanlar için eşsiz bir fırsat. Astroloji öğrencileri ve profesyonel astrologlar için mükemmel bir kaynak. Yabancı dilden çeviri olmadığından anlatımı daha iyidir.
2020-07-25,5,Hepsiburada dan alışveriş yapmayı çok seviyorum. Kitap muhteşemdi konusu harika ama okumak isteyen önce ilk kitabı almalı. Pia Mater. Kitap alışverişlerinde hepsiburada da yaşadığım en büyük sorun paketleme. Bu kitabımda da bu sorun başıma geldi. Kutuya koyulmayıp sadece poşete konuluyor. Kitap kapağı zedelenmiş geldi. Daha öncede yaşadım bu sorunu. Kitaplarım çok kıymetli. Keşke paketlemede daha hassas olunsa.
2022-02-26,5,Teşekkür ediyorum
2020-10-01,5,"Serinin ilk kitabı Pia Mater&#039;i okumuştum. Görünce bu kitabı da alıp okumak istedim. İlk kitap dikkat çekici, sürükleyici, merak uyandıran bir kitaptı. Aynı hisleri bu kitapda da yaşayacağımı kitabın ilk birkaç sayfasını okuduğumda anladım. Teslimat hızlı ve özenliydi."
2020-12-27,5,"Yattığı yerden zamanlar ve mekanlar arasında yolculuk yapmayı düşleyenler, ihtiyacınız olan astral seyahat değil sadece güzel bir kitap..."
2021-11-28,5,Kargo cok hizli.paketleme ozenli ve kutu icerisinde geldi.bukadar hizli gelecegini dusunmuyordum.tesekkurler hepsiburada.pia materi okumadan arachnoid materi okumayin.pia mater harikaydi serinin devamininda guzel oldugunu dusunyorum.
2021-09-14,5,Serkan hocanın üslubunu çok seviyorum. Ortopia kanalından da takip ediyordum kendisini. Bilimsel bilgileri hikayeleştirerek herkesin anlayabileceği düzeyde ele alıyor. Kitabı da araştırmalara dayansa da çok akıcı. Emeğine sağlık. Hatta şu an dura materi okuyorum.
2022-03-30,5,Seri gerçekten ilgi çekici ve gerçek bilgilere dayalı bir kitap
2022-03-07,5,"İlk kitap pia materi bir solukta bitirip ikinciye başladım. Çok güzel. Ayrıca paketleme güzel, kitaplar kaliteli, kargo hızlı..."
2022-02-18,5,Harika kurgunun 2. Kitabi. John werdon getir goturunu yapar. O kadar diyorum
2022-04-18,5,Tek solukta okunacak kitap..
2019-07-30,5,"kitabı elime 4 kez aldım ve 150. sayfadayım şuan. normalde kitabı bitirir öyle yazarım ama dayanamadım alacak biri varsa yada almayı düşünen biri yol göstermek istedim. ben normalde fantastik eser okurum zaman çarkı serisini okuyordum ama merakım ve yıldızlara bakma sevdamdan dolayı bu kitabı aldım. ilk aldığımda bir ders kitabı gibi olmasını bekliyordum ama hiç de öyle olmadı. hayatta bazı insanların neler yaptığını nelere nasıl baktıklarını hangi açıdan yorumladıklarını görünce çok şaşırdım. normalde salakça sorular diceğimiz sorulardan yola çıkarak birçok biliminsanının yaptığı çalışmaları anlatıyor. hayatta gerçekten boş yaşadığınızı fark ediyorsunuz. dikkatli okuyunca elde edeceğiniz bilgiler çok fazla. kitap okumak benim için bir zevkti kalabalık ortamlardan kaçma seçeneğiydi ama artık merak duygumu bastırmak için en güzel seçenek oldu bu kitap sayesinde kitaplara bakış açım değişti, bunun yanında düşünme şeklimde. diyebilirsiniz çok abarttın diye ama :D okursanız ne diyeceğimi anlayacaksınız. bizi zekice sorulmuş soruların değil de salakça soruların bu kadar geliştirdiğini düşünmek gerçekten bazı şeyleri değiştirme isteği uyandırıyor içinizde."
2020-04-29,5,"Guzel bir kitap kesinlikle tavsiye ederim ..
Kargom 4 iş günü içinde geldi ."
2022-04-13,5,Hiç bilmediğim bir çok bilgiyi öğrendim. Uzay ve gezegenlere merakı olanlara geçmişten günümüze kadar gelişmeleri öğreneceksiniz. Herkese tavsiye ederim.
2020-12-22,5,20 ve 23 yaşında iki oğlum ile okuyabileceğim bir kitap olduğu için aldım. Kitabın kalitesi güzel kargom süper hızlı ulasti. Yorumlar almamda en büyük etken oldu.cok teşekkür ederim
2022-04-12,5,"Oldukça güzel bir anlatım, güzel paketleme. İyi okumalar."
2021-10-17,5,"Bir baş yapıt,bilimin yol göstericiliğine inanan herkesin okuması gerekir"
2022-03-25,5,Çok güzel ve sürükleyici bir bilim kitabı i
2021-10-07,5,Ürün elime hızlı bir şekilde ulaştı.Teşekkürler
2022-03-24,5,Güzel kitap
2022-03-20,5,Güzel kitap
2022-03-30,5,"Ürün cok hizli elime ulasti, herhangi bir defosu yok teşekkürler 🙏🏻"
2022-01-20,5,Uzun zamandır almak istiyordum. Hepsipay cüzdanım kampanyası ile 1tl&#039;ye almış oldum. Çok mutluyum.
2022-04-06,4,Kısa hikayelerden oluşuyor. Bazı hikâyeler kişinin ruh haline göre düşündürücü oluyor. Satıcıya teşekkürler
2022-04-29,5,Çok hızlı kargo müthiş paketleme aşırı memnun kaldim kitap çok güzel
2021-07-08,5,Küçük küçük güzel hikayeler var içinde bir bütün olarak gezginler alakalı değil yada ermis ermisin bahçesi gibi akıcı insanı farklı düşündüren güzel hikayeler kesinlikle alin
2022-03-02,5,Hızlı ve özenli kargo için teşekkürler 2 gün içinde elime ulaştı
2022-03-23,5,Hızlı kargo ve güzel paketlenme
2022-03-27,5,Tavsiye edilir
2022-01-27,5,Süper kitap teşekkürler ❤️
2022-01-20,5,Okunması gereken bir kitap hızlı kargo için teşekkürler
2021-06-29,5,"Unutma, mutlu bir hayat çok az şeye bağlıdır... Diyojenin felsefesine benziyor."
2021-12-01,4,Kitap sapasağlam geldi. Teşekkürler hepsiburada ve hepsi jete. Hızlı kargo geldi
2021-11-27,5,"Küçük boy, anlaşılır dil ve kalın yazılmış alıntılarıyla çok güzel bir kitap."
2020-09-24,5,Çok güzel bir kitap bir çırpıda yarısına geldim bile sürükleyici okunabilir güzel okursanız hayatınıza güzel şeyler katabilir 👍🏻 Kargo hızlıydı 2 gün içinde neredeyse elime ulaştı
2022-02-03,4,Kitap aslında filozofun kendime düşünceler isimli kitabından bazı fragmanları seçerek derlemecinin bakış açısı ile yansıtıyor. Konsantre felsefe sizi sıkıyorsa tercih edebilirsiniz ama ciddi bir felsefe okuruysanız orijinal kitabı okuyup kendi sentezinizi ön plana çıkarın derim.
2021-07-23,5,"filozof bir imparator,bundan yaklaşık 2000 yıl önce hemde,dünyada şimdiye kadar çok az millet böyle kıymetli bilgili yöneticiler tarafından yönetilme şansı yakalamıştır.kendime düşünceler isimli eserini çok beğenmiştim,bunu da beğendim yalnız bu kitap o kitabın içinden mutlulukla ilgili bölümleri çıkartılıp tekrar derlenmiş hali gibi,o kitabı okumanızın yeterli olacağını düşünüyorum."
2022-02-13,5,Severek okuduğum sürükleyici bir anlatımı var. İlgilenenlere tavsiye ederim.
2022-01-31,5,hizli geldi
2022-01-20,5,Hayata daha farklı bakın
2022-03-23,5,Kesinlikle okunmalı...
2021-09-17,5,"Hızlı ve sorunsuz gönderi için tşkler.
Hepsiburada ..."
2021-09-19,5,"Peygamberimizi  anlatacak söz ve kelimeler  yetmez, bu kitapta unutmuş olduklarımız  hatırlatılıyor. Bir  bölümde Allahtan  başka tanrı yoktur  yerine, İlah yazılsaydı  bana göre daha iyi olurdu."
2021-01-14,5,peygamberimizi anlatan harika kitap bir günde okudum
2022-01-21,5,Dini bilgileri öğrenmeye başlama yolunda ilk aşama için uygun bir kitap tabi yetişkinler için
2021-10-19,5,Kitap harika. Hepsiburadanin kampanyasi da harika idi. Tesekkurler.
2021-10-19,5,İki kitabı birlikte aldım tek kitap fiyatına geldi mutlaka okunması gereken bir kitap
2021-10-27,5,Peygamber efendimize yazılmış kısa şiirlerden oluşuyor.. Gayet güzel. Ağzına kalemine sağlık tufan hocanın
2021-10-27,5,Çok kısa bir günde okunacak bir kitap ama içerik güzel biz sevdik bir günde okuduk teşekkür ederim
2020-07-16,5,Gönül rahatlığıyla alabilirsiniz.
2021-07-22,4,Çocukların okuyabilecegi düzeyde bir kitap olarak düşünebilirsiniz. Özellikle siyer okumaya yeni başlayanlar için tavsiye edilebilir.
2021-05-10,5,"ŞAHESER

İslami konularda Kur&#039;an-ı Kerim&#039;e dayalı, doğru ve net açıklamalarla toplumu aydınlatan, doğru bildiğimiz yanlışlarımız hakkında farkındalık oluşturan Sayın Mehmet Okuyan Hocamız mükemmel bir şaheser ortaya çıkarmış. Başta Sayın Hocamız olmak üzere bu meal-tefsirin hazırlanmasında, basımında, yayımında ve tüm aşamalarında emeği geçen bütün dostlara sonsuz teşekkürler. Elinize, emeğinize, gönlünüze sağlık. Kütüphanemizin en baş köşesinde kesinlikle bulunması ve istifade edilmesi gereken bir Kur&#039;an meal-tefsiri. Ayetler o kadar ayrıntılı ve güzel açıklanmış ki mealden ziyade sanki tefsir okuyorsunuz. Şöyle ki, surelerdeki ayetler gruplandırılarak o bölümdeki ayetlerde nelerden bahsedildiği yönünde özetle bilgilendirmeler yapılmış. Devamında da mealleri verilmiş. Sayfanın en altında da ayrıntılı bir şekilde dipnotlara yer verilmiş. Diğer meallerden farkı, ayetlere daha anlaşılır şekilde mana verilmesi. Ömrümde gördüğüm en güzel meal-tefsir dersem abartmış olmam. Sayın Mehmet Okuyan Hocamızdan Rabbim ebediyen razı olsun. Sevdiklerimize verebileceğimiz en güzel hediye. Hızlı bir şekilde elime ulaştı bunun için teşekkür ediyorum. Lakin mağazaya önerim; böyle değerli Kur&#039;an mealinin kenarlarının ezilmemesi için korumalı bir kutu içinde gönderilmesidir."
2021-05-30,5,Önsüzü Mehmet Akif Ersoy&#039;un mısralarıyla başlayan Kur&#039;an sayfalarına bire bir uyumlu olacak şekilde hazırlanmış muhteşem kitap. Her surenin başında ayet sayıları belirtilerek yine ayetlerin başında bölümler halinde kısa bilgilere yer vermiştir. Benzer ayet ve mesajlara dipnotlar da yer verilmiştir. Yine dipnotlarda açıklamalar bulunmaktadır. Bu konuyla ilgili Metodumuz bölümünde detaylı bir anlatım da mevcut. Sözlük ayrıca surelerin mushaf ve alfabetik sıralaması da mevcut. Son sözünde mobil uygulama için QR kod bulunmaktadır. Emeği geçen herkese çok teşekkür ederim. Paketlenmesi şahane. Kargo hızlı. Bütün bu yazdıklarım değerlendirmek için değil teşekkür amaçlı.
2021-07-05,5,"MÜKEMMEL

Gerek uygulamasıyla gerek bu basılı mealiyle unutulmayacak ve her yönüyle mükemmel bir hizmet sunulmuş. Bu yüzden inanan-inanmayan bütün insanlığa bu güzel eseri tavsiye ediyorum. Allah Sayın Mehmet Okuyan Hocamızdan ve emeği geçen bütün kardeşlerimizden hem bu dünyada hem de ahirette ebediyen razı olsun. Çok teşekkürler. Kırmızı Kedi Kitabevine de ayrıca teşekkür ediyorum, Yüce Kitabımız Kuran&#039;ımız nasıl saygı ile gönderilir bunu göstermişler ve güzel paketin her tarafına içinde Kuran&#039;ı Kerim olduğunu belirten yazı yapıştırmışlar. 3 tane aldığım meal, sorunsuz ve hızlı bir şekilde tarafıma ulaştı. Emeklerinize ve yüreklerinize sağlık."
2021-05-11,5,Trabzon’dan selamlar. Özenle paketlenmiş. Kargo başarılı. Tavsiye ederim.
